Date,City,Temperature,Humidity,Rainfall,WindSpeed
2025-05-11,Mumbai,31.8,82,2.0,14.4
2025-05-11,Bangalore,28.5,53,0.0,19.4
2025-05-11,Kolkata,35.3,64,1.6,18.3
2025-05-12,Delhi,30.3,63,0.0,12.1
2025-05-12,Mumbai,25.8,82,19.3,22.5
2025-05-12,Bangalore,25.9,75,0.0,16.2
2025-05-12,Kolkata,35.4,61,0.0,17.0
2025-05-13,Delhi,30.2,68,0.5,15.0
2025-05-13,Mumbai,28.0,89,26.2,24.6
2025-05-13,Bangalore,29.7,62,4.6,7.9
2025-05-13,Kolkata,30.8,79,0.0,6.3
2025-05-14,Delhi,36.9,74,0.0,23.7
2025-05-14,Mumbai,28.8,63,17.4,14.9
2025-05-14,Bangalore,33.9,77,0.0,12.7
2025-05-14,Kolkata,35.3,84,0.0,16.3
2025-05-15,Delhi,31.5,60,0.0,5.5
2025-05-15,Mumbai,27.5,76,0.0,23.6
2025-05-15,Bangalore,25.5,52,0.0,13.6
2025-05-15,Kolkata,37.6,64,22.2,14.6
2025-05-16,Delhi,36.4,75,0.0,6.6
2025-05-16,Mumbai,29.5,60,0.9,20.6
2025-05-16,Bangalore,27.0,61,0.0,7.7
2025-05-16,Kolkata,35.9,63,0.4,5.3
2025-05-17,Delhi,30.3,56,0.0,9.9
2025-05-17,Mumbai,27.2,75,27.9,12.4
2025-05-17,Bangalore,27.4,58,0.5,14.8
2025-05-17,Kolkata,38.2,84,11.8,11.9
2025-05-18,Delhi,30.8,64,0.0,5.4
2025-05-18,Mumbai,33.7,74,26.4,22.6
2025-05-18,Bangalore,32.1,63,0.0,19.6
2025-05-18,Kolkata,32.3,62,3.3,19.5
2025-05-19,Delhi,32.8,70,1.0,17.2
2025-05-19,Mumbai,26.4,63,17.3,13.4
2025-05-19,Bangalore,29.9,73,0.0,7.3
2025-05-19,Kolkata,36.5,68,7.6,20.8
2025-05-20,Delhi,32.0,51,23.3,14.7
2025-05-20,Mumbai,32.6,61,0.0,7.0
2025-05-20,Bangalore,29.1,56,5.7,15.9
2025-05-20,Kolkata,37.3,69,0.0,24.6
2025-05-21,Delhi,34.5,56,0.0,22.4
2025-05-21,Mumbai,31.8,79,31.5,15.4
2025-05-21,Bangalore,32.9,77,0.0,10.1
2025-05-21,Kolkata,35.0,87,0.5,20.4
2025-05-22,Delhi,34.2,57,12.8,10.6
2025-05-22,Mumbai,28.3,82,22.4,21.4
2025-05-22,Bangalore,33.7,73,3.5,8.7
2025-05-22,Kolkata,36.8,64,0.0,17.7
2025-05-23,Delhi,33.6,65,0.0,22.9
2025-05-23,Mumbai,29.0,65,29.2,20.9
2025-05-23,Bangalore,33.2,67,0.0,8.4
2025-05-23,Kolkata,35.4,82,0.0,8.7
2025-05-24,Delhi,35.9,60,0.0,11.3
2025-05-24,Mumbai,33.7,78,0.0,22.6
2025-05-24,Bangalore,29.5,65,0.0,24.8
2025-05-24,Kolkata,31.1,89,17.1,17.7
2025-05-25,Delhi,33.8,72,0.0,7.6
2025-05-25,Mumbai,25.8,63,0.0,19.4
2025-05-25,Bangalore,25.7,54,2.8,24.5
2025-05-25,Kolkata,38.3,65,5.1,19.2
2025-05-26,Delhi,37.4,61,13.7,11.3
2025-05-26,Mumbai,32.9,89,0.0,8.5
2025-05-26,Bangalore,32.4,79,0.0,19.4
2025-05-26,Kolkata,38.1,78,0.0,14.0
2025-05-27,Delhi,35.9,65,0.0,16.5
2025-05-27,Mumbai,32.3,89,0.0,24.6
2025-05-27,Bangalore,26.1,65,0.0,7.1
2025-05-27,Kolkata,36.1,65,14.5,22.1
2025-05-28,Delhi,32.5,52,0.0,18.9
2025-05-28,Mumbai,27.7,80,15.9,5.7
2025-05-28,Bangalore,33.4,61,0.0,9.7
2025-05-28,Kolkata,30.5,74,0.0,10.2
2025-05-29,Delhi,36.0,72,3.8,8.4
2025-05-29,Mumbai,27.0,80,56.5,15.9
2025-05-29,Bangalore,26.0,69,0.0,5.4
2025-05-29,Kolkata,30.2,65,0.0,10.6
2025-05-30,Delhi,32.6,68,0.0,21.5
2025-05-30,Mumbai,32.6,72,0.0,24.3
2025-05-30,Bangalore,27.7,72,0.0,15.7
2025-05-30,Kolkata,34.0,83,0.8,19.1
2025-05-31,Delhi,32.2,50,7.3,14.4
2025-05-31,Mumbai,27.7,86,1.0,19.6
2025-05-31,Bangalore,32.9,51,0.0,18.4
2025-05-31,Kolkata,38.0,82,0.0,15.6
2025-06-01,Delhi,32.6,61,0.0,16.7
2025-06-01,Mumbai,32.7,80,0.0,6.3
2025-06-01,Bangalore,30.4,50,0.0,19.8
2025-06-01,Kolkata,30.3,62,0.0,21.6
2025-06-02,Delhi,35.1,62,19.3,18.9
2025-06-02,Mumbai,29.2,74,0.0,17.0
2025-06-02,Bangalore,29.0,57,0.0,24.0
2025-06-02,Kolkata,37.1,78,0.9,9.7
2025-06-03,Delhi,33.5,62,2.5,24.4
2025-06-03,Mumbai,29.3,68,0.0,15.1
2025-06-03,Bangalore,25.6,74,7.4,5.1
2025-06-03,Kolkata,38.2,78,0.0,10.5
2025-06-04,Delhi,33.0,66,0.0,17.5
2025-06-04,Mumbai,29.0,79,0.1,9.1
2025-06-04,Bangalore,25.1,79,0.0,21.7
2025-06-04,Kolkata,32.6,66,5.8,21.1
2025-06-05,Delhi,32.6,79,0.0,10.6
2025-06-05,Mumbai,27.6,76,10.6,7.3
2025-06-05,Bangalore,32.9,62,4.8,18.5
2025-06-05,Kolkata,38.4,72,4.2,12.9
2025-06-06,Delhi,38.2,70,0.0,10.2
2025-06-06,Mumbai,27.7,85,0.0,24.1
2025-06-06,Bangalore,25.0,76,0.0,5.0
2025-06-06,Kolkata,37.5,76,0.0,17.1
2025-06-07,Delhi,31.0,79,0.0,21.0
2025-06-07,Mumbai,25.8,74,0.0,13.4
2025-06-07,Bangalore,25.6,75,0.0,11.4
2025-06-07,Kolkata,33.7,88,7.2,18.6
2025-06-08,Delhi,30.1,67,1.3,7.8
2025-06-08,Mumbai,26.5,65,0.0,7.4
2025-06-08,Bangalore,25.6,65,0.0,24.8
2025-06-08,Kolkata,36.3,71,6.9,10.9
2025-06-09,Delhi,30.4,70,5.0,21.2
2025-06-09,Mumbai,32.4,65,0.0,21.9
2025-06-09,Bangalore,28.9,52,0.0,6.6
2025-06-09,Kolkata,37.8,89,0.0,13.9
2025-06-10,Delhi,37.4,77,0.0,16.6
2025-06-10,Mumbai,25.9,70,13.8,16.6
2025-06-10,Bangalore,31.4,50,0.0,15.5
2025-06-10,Kolkata,31.5,66,0.0,7.9
2025-06-11,Delhi,33.1,69,0.0,11.8
2025-06-11,Mumbai,28.4,62,7.9,11.8
2025-06-11,Bangalore,27.8,55,0.0,21.9
2025-06-11,Kolkata,37.6,83,9.3,24.8
2025-06-12,Delhi,31.3,54,0.0,9.6
2025-06-12,Mumbai,29.8,72,0.5,12.7
2025-06-12,Bangalore,28.5,59,1.3,12.9
2025-06-12,Kolkata,34.4,69,25.0,23.0
2025-06-13,Delhi,32.8,72,0.0,13.9
2025-06-13,Mumbai,29.9,88,0.0,10.8
2025-06-13,Bangalore,28.5,62,0.0,24.4
2025-06-13,Kolkata,38.8,68,11.5,16.1
2025-06-14,Delhi,37.5,68,0.0,12.1
2025-06-14,Mumbai,31.4,85,4.7,6.2
2025-06-14,Bangalore,33.7,56,7.0,15.9
2025-06-14,Kolkata,39.0,72,4.1,17.5
2025-06-15,Delhi,38.9,77,12.6,11.0
2025-06-15,Mumbai,29.2,66,9.7,12.9
2025-06-15,Bangalore,29.9,68,0.0,7.6
2025-06-15,Kolkata,35.4,81,0.0,15.7
2025-06-16,Delhi,31.2,60,9.1,16.0
2025-06-16,Mumbai,29.2,85,9.3,23.9
2025-06-16,Bangalore,33.8,61,0.0,20.1
2025-06-16,Kolkata,32.7,63,11.5,10.7
2025-06-17,Delhi,33.5,60,10.3,23.4
2025-06-17,Mumbai,33.1,86,0.0,13.2
2025-06-17,Bangalore,31.9,53,0.0,21.1
2025-06-17,Kolkata,39.0,67,15.0,22.1
2025-06-18,Delhi,38.0,68,0.3,11.2
2025-06-18,Mumbai,33.7,88,9.7,23.5
2025-06-18,Bangalore,31.2,60,0.0,22.4
2025-06-18,Kolkata,35.7,80,0.0,12.2
2025-06-19,Delhi,32.5,73,0.0,15.6
2025-06-19,Mumbai,33.9,77,0.0,18.5
2025-06-19,Bangalore,27.7,56,8.0,5.9
2025-06-19,Kolkata,30.6,72,0.0,20.1
2025-06-20,Delhi,35.9,50,0.0,21.9
2025-06-20,Mumbai,25.8,68,17.4,19.5
2025-06-20,Bangalore,25.2,60,13.2,12.0
2025-06-20,Kolkata,38.5,61,16.3,5.1
2025-06-21,Delhi,36.1,66,0.0,15.0
2025-06-21,Mumbai,31.4,87,0.0,7.9
2025-06-21,Bangalore,31.0,77,0.0,22.3
2025-06-21,Kolkata,32.6,83,0.0,13.1
2025-06-22,Delhi,32.9,70,0.0,21.8
2025-06-22,Mumbai,27.0,72,15.7,17.1
2025-06-22,Bangalore,26.1,66,0.0,19.4
2025-06-22,Kolkata,34.1,63,9.2,17.5
2025-06-23,Delhi,32.2,77,2.7,9.7
2025-06-23,Mumbai,30.1,63,0.0,7.9
2025-06-23,Bangalore,27.4,72,0.0,8.2
2025-06-23,Kolkata,37.4,70,0.9,10.4
2025-06-24,Delhi,31.7,78,9.8,5.9
2025-06-24,Mumbai,25.6,77,42.3,14.3
2025-06-24,Bangalore,25.7,77,2.5,7.0
2025-06-24,Kolkata,37.6,71,0.0,16.4
2025-06-25,Delhi,38.5,68,26.6,23.2
2025-06-25,Mumbai,25.8,85,39.9,5.8
2025-06-25,Bangalore,32.6,72,10.0,5.1
2025-06-25,Kolkata,36.0,60,9.0,10.6
2025-06-26,Delhi,38.5,58,0.0,7.1
2025-06-26,Mumbai,30.8,69,7.3,7.1
2025-06-26,Bangalore,32.8,52,3.7,14.2
2025-06-26,Kolkata,33.3,87,6.4,22.2
2025-06-27,Delhi,33.7,51,0.0,9.2
2025-06-27,Mumbai,29.3,83,0.0,18.0
2025-06-27,Bangalore,31.8,62,8.4,10.9
2025-06-27,Kolkata,36.6,87,9.2,24.5
2025-06-28,Delhi,34.2,50,3.7,22.8
2025-06-28,Mumbai,25.5,81,1.6,20.6
2025-06-28,Bangalore,31.2,62,0.2,12.6
2025-06-28,Kolkata,31.1,69,0.0,5.6
2025-06-29,Delhi,33.0,61,5.0,16.9
2025-06-29,Mumbai,33.7,87,0.0,13.0
2025-06-29,Bangalore,29.1,65,0.0,20.5
2025-06-29,Kolkata,38.8,86,3.9,16.5
2025-06-30,Delhi,33.3,54,2.8,10.3
2025-06-30,Mumbai,32.0,85,0.0,9.5
2025-06-30,Bangalore,30.1,65,0.0,11.0
2025-06-30,Kolkata,38.8,74,14.2,18.5
2025-07-01,Delhi,35.5,73,2.9,14.2
2025-07-01,Mumbai,25.6,68,0.0,23.7
2025-07-01,Bangalore,29.3,77,25.3,14.5
2025-07-01,Kolkata,38.5,64,0.0,15.6
2025-07-02,Delhi,35.8,77,10.3,20.5
2025-07-02,Mumbai,30.6,84,0.0,17.4
2025-07-02,Bangalore,30.2,60,0.0,24.6
2025-07-02,Kolkata,38.2,87,0.0,17.9
2025-07-03,Delhi,38.5,55,0.0,10.8
2025-07-03,Mumbai,33.0,68,0.0,18.8
2025-07-03,Bangalore,33.4,69,0.0,17.6
2025-07-03,Kolkata,31.2,77,0.0,11.0
2025-07-04,Delhi,33.2,75,2.6,18.6
2025-07-04,Mumbai,32.3,77,9.2,15.9
2025-07-04,Bangalore,30.0,55,0.4,13.9
2025-07-04,Kolkata,37.6,75,4.0,24.9
2025-07-05,Delhi,35.9,58,0.0,8.9
2025-07-05,Mumbai,34.0,86,4.5,24.6
2025-07-05,Bangalore,28.9,68,0.1,8.5
2025-07-05,Kolkata,30.1,71,0.0,20.9
2025-07-06,Delhi,38.5,60,0.0,12.9
2025-07-06,Mumbai,33.7,67,19.0,8.2
2025-07-06,Bangalore,27.2,50,0.0,14.2
2025-07-06,Kolkata,38.6,77,0.1,20.4
2025-07-07,Delhi,30.1,54,0.0,12.5
2025-07-07,Mumbai,32.2,80,28.3,9.4
2025-07-07,Bangalore,31.6,76,4.1,10.1
2025-07-07,Kolkata,38.1,72,4.1,7.4
2025-07-08,Delhi,38.3,68,0.0,14.9
2025-07-08,Mumbai,29.3,62,0.0,12.8
2025-07-08,Bangalore,33.3,66,7.8,13.9
2025-07-08,Kolkata,38.9,88,8.6,16.3
2025-07-09,Delhi,32.2,75,0.0,22.5
2025-07-09,Mumbai,25.2,86,0.6,9.4
2025-07-09,Bangalore,26.6,51,4.5,18.6
2025-07-09,Kolkata,36.5,83,11.4,16.6
2025-07-10,Delhi,32.5,77,0.0,13.6
2025-07-10,Mumbai,32.6,64,0.0,13.4
2025-07-10,Bangalore,29.3,64,2.4,15.9
2025-07-10,Kolkata,32.7,75,0.6,22.1
2025-07-11,Delhi,30.6,64,0.0,22.6
2025-07-11,Mumbai,25.9,86,17.7,21.7
2025-07-11,Bangalore,31.9,59,0.0,21.5
2025-07-11,Kolkata,34.2,80,0.3,10.6
2025-07-12,Delhi,31.2,79,0.0,15.6
2025-07-12,Mumbai,25.6,65,0.0,6.1
2025-07-12,Bangalore,27.0,55,0.0,5.2
2025-07-12,Kolkata,37.9,81,0.0,19.6
2025-07-13,Delhi,32.0,53,0.0,19.8
2025-07-13,Mumbai,28.8,77,0.0,22.9
2025-07-13,Bangalore,27.3,68,18.6,8.6
2025-07-13,Kolkata,37.3,66,0.0,9.4
2025-07-14,Delhi,34.9,57,6.3,18.2
2025-07-14,Mumbai,31.4,86,4.7,10.4
2025-07-14,Bangalore,30.7,71,0.0,10.3
2025-07-14,Kolkata,32.7,84,12.1,7.6
2025-07-15,Delhi,36.4,68,0.0,12.4
2025-07-15,Mumbai,32.4,67,24.4,8.6
2025-07-15,Bangalore,26.1,75,0.0,19.6
2025-07-15,Kolkata,32.5,86,1.9,6.0
2025-07-16,Delhi,36.0,70,0.0,22.1
2025-07-16,Mumbai,31.5,74,5.6,13.7
2025-07-16,Bangalore,29.3,53,0.0,20.7
2025-07-16,Kolkata,33.5,78,12.8,20.6
2025-07-17,Delhi,35.5,51,9.8,13.8
2025-07-17,Mumbai,32.4,84,8.4,15.7
2025-07-17,Bangalore,27.8,65,12.9,22.3
2025-07-17,Kolkata,35.0,71,0.0,9.5
2025-07-18,Delhi,37.3,53,13.6,17.5
2025-07-18,Mumbai,29.5,67,0.0,10.0
2025-07-18,Bangalore,30.1,65,0.0,24.6
2025-07-18,Kolkata,32.2,67,2.7,6.0
2025-07-19,Delhi,32.8,76,0.0,13.2
2025-07-19,Mumbai,28.9,87,23.0,13.1
2025-07-19,Bangalore,27.6,65,0.0,11.7
2025-07-19,Kolkata,30.6,89,0.0,12.5
2025-07-20,Delhi,35.8,71,12.1,19.7
2025-07-20,Mumbai,32.1,88,4.9,7.0
2025-07-20,Bangalore,28.9,74,0.0,5.2
2025-07-20,Kolkata,38.8,61,4.1,24.4
2025-07-21,Delhi,36.6,75,5.9,16.6
2025-07-21,Mumbai,25.7,62,4.7,9.1
2025-07-21,Bangalore,27.6,59,7.2,18.8
2025-07-21,Kolkata,31.5,74,0.8,24.0
2025-07-22,Delhi,35.4,69,0.0,6.8
2025-07-22,Mumbai,30.8,81,16.9,24.3
2025-07-22,Bangalore,31.4,65,0.0,16.7
2025-07-22,Kolkata,32.2,61,0.0,22.3
2025-07-23,Delhi,31.0,59,22.4,17.2
2025-07-23,Mumbai,25.1,83,0.0,16.8
2025-07-23,Bangalore,31.1,77,22.0,17.5
2025-07-23,Kolkata,34.9,78,14.7,24.2
2025-07-24,Delhi,31.7,55,0.1,24.5
2025-07-24,Mumbai,28.9,62,24.7,22.8
2025-07-24,Bangalore,32.8,53,0.0,13.7
2025-07-24,Kolkata,30.1,83,8.9,9.6
2025-07-25,Delhi,36.3,62,16.8,6.8
2025-07-25,Mumbai,31.6,74,0.2,5.6
2025-07-25,Bangalore,25.7,51,0.0,6.3
2025-07-25,Kolkata,36.6,85,3.7,16.9
2025-07-26,Delhi,33.0,67,0.0,21.1
2025-07-26,Mumbai,33.4,72,10.8,20.7
2025-07-26,Bangalore,27.3,76,3.7,15.4
2025-07-26,Kolkata,38.3,65,16.0,21.0
2025-07-27,Delhi,38.2,54,0.0,18.3
2025-07-27,Mumbai,29.1,88,0.0,22.5
2025-07-27,Bangalore,32.5,57,0.0,13.9
2025-07-27,Kolkata,38.4,87,12.3,13.4
2025-07-28,Delhi,35.4,62,0.0,11.0
2025-07-28,Mumbai,25.5,81,4.9,5.6
2025-07-28,Bangalore,31.4,55,1.4,18.1
2025-07-28,Kolkata,31.4,64,0.0,20.7
2025-07-29,Delhi,36.7,52,0.0,21.3
2025-07-29,Mumbai,26.0,64,0.0,5.2
2025-07-29,Bangalore,29.0,59,3.5,15.7
2025-07-29,Kolkata,37.5,84,13.3,21.6
2025-07-30,Delhi,37.1,63,0.0,12.1
2025-07-30,Mumbai,33.5,60,0.0,11.4
2025-07-30,Bangalore,25.7,62,15.7,15.1
2025-07-30,Kolkata,36.1,76,4.3,11.9
2025-07-31,Delhi,30.1,58,0.0,8.2
2025-07-31,Mumbai,26.6,73,8.4,12.7
2025-07-31,Bangalore,31.7,70,0.0,19.4
2025-07-31,Kolkata,34.6,81,4.3,15.8
2025-08-01,Delhi,36.6,68,0.9,9.8
2025-08-01,Mumbai,27.0,68,2.7,9.2
2025-08-01,Bangalore,27.2,68,0.0,11.7
2025-08-01,Kolkata,35.1,70,4.5,16.1
2025-08-02,Delhi,34.9,59,0.0,13.2
2025-08-02,Mumbai,26.8,61,0.0,13.2
2025-08-02,Bangalore,30.7,65,0.0,23.9
2025-08-02,Kolkata,34.5,88,9.4,11.7
2025-08-03,Delhi,31.9,54,0.0,20.3
2025-08-03,Mumbai,32.0,66,23.6,13.4
2025-08-03,Bangalore,25.6,78,0.0,13.2
2025-08-03,Kolkata,32.0,85,10.3,10.1
2025-08-04,Delhi,34.8,50,0.0,14.3
2025-08-04,Mumbai,26.8,71,0.0,11.7
2025-08-04,Bangalore,29.1,68,0.0,21.4
2025-08-04,Kolkata,34.4,70,13.0,6.5
2025-08-05,Delhi,38.1,65,5.2,9.2
2025-08-05,Mumbai,26.6,67,15.7,24.4
2025-08-05,Bangalore,25.7,51,0.0,15.3
2025-08-05,Kolkata,32.1,88,2.0,16.2
2025-08-06,Delhi,33.2,57,5.0,6.4
2025-08-06,Mumbai,31.5,85,0.0,12.0
2025-08-06,Bangalore,28.4,51,0.0,18.2
2025-08-06,Kolkata,30.0,87,0.4,6.9
2025-08-07,Delhi,35.2,58,0.0,16.7
2025-08-07,Mumbai,31.8,66,0.0,18.5
2025-08-07,Bangalore,25.1,68,0.0,17.4
2025-08-07,Kolkata,31.5,68,1.4,11.9
2025-08-08,Delhi,32.3,52,0.0,13.7
2025-08-08,Mumbai,32.7,80,9.6,17.6
2025-08-08,Bangalore,31.4,71,0.0,12.7
2025-08-08,Kolkata,31.7,72,19.1,9.3
2025-08-09,Delhi,34.6,64,0.0,16.2
2025-08-09,Mumbai,26.2,78,0.0,21.4
2025-08-09,Bangalore,32.2,79,22.4,18.8
2025-08-09,Kolkata,35.7,60,0.0,15.6
2025-08-10,Delhi,34.2,63,0.0,9.4
2025-08-10,Mumbai,27.4,66,0.0,20.5
2025-08-10,Bangalore,29.2,72,9.6,8.8
2025-08-10,Kolkata,33.3,87,2.5,9.3
2025-08-11,Delhi,33.7,52,0.0,21.5
2025-08-11,Mumbai,32.7,75,0.0,11.5
2025-08-11,Bangalore,33.0,57,0.0,19.7
2025-08-11,Kolkata,36.0,77,6.9,21.9
2025-08-12,Delhi,30.6,65,0.0,21.5
2025-08-12,Mumbai,33.4,86,0.0,21.1
2025-08-12,Bangalore,34.0,52,3.1,16.4
2025-08-12,Kolkata,38.7,70,0.0,12.2
2025-08-13,Delhi,35.1,77,0.1,18.1
2025-08-13,Mumbai,31.9,77,2.1,19.1
2025-08-13,Bangalore,29.6,75,0.0,16.3
2025-08-13,Kolkata,37.8,69,8.1,12.8
2025-08-14,Delhi,36.6,51,2.1,19.1
2025-08-14,Mumbai,30.4,83,14.5,12.6
2025-08-14,Bangalore,30.7,54,0.0,24.9
2025-08-14,Kolkata,35.8,76,0.0,14.2
2025-08-15,Delhi,34.5,60,15.9,21.7
2025-08-15,Mumbai,26.0,70,17.6,8.3
2025-08-15,Bangalore,31.3,58,0.0,6.4
2025-08-15,Kolkata,36.7,66,9.8,17.0
2025-08-16,Delhi,34.1,64,0.0,14.1
2025-08-16,Mumbai,25.5,77,0.0,20.6
2025-08-16,Bangalore,31.3,61,0.0,14.1
2025-08-16,Kolkata,38.2,87,1.3,14.8
2025-08-17,Delhi,35.2,55,10.8,17.9
2025-08-17,Mumbai,25.9,70,8.3,6.0
2025-08-17,Bangalore,25.8,69,0.0,22.6
2025-08-17,Kolkata,35.9,66,0.0,15.0
2025-08-18,Delhi,36.2,76,13.0,19.7
2025-08-18,Mumbai,34.0,79,0.0,9.3
2025-08-18,Bangalore,30.4,74,0.0,14.3
2025-08-18,Kolkata,30.6,79,4.0,12.0
2025-08-19,Delhi,36.0,59,3.9,23.8
2025-08-19,Mumbai,25.6,71,0.9,8.4
2025-08-19,Bangalore,33.5,69,0.0,13.8
2025-08-19,Kolkata,38.9,84,2.6,24.4
2025-08-20,Delhi,37.2,63,0.2,17.6
2025-08-20,Mumbai,32.4,87,0.0,12.1
2025-08-20,Bangalore,25.6,54,0.0,8.4
2025-08-20,Kolkata,37.0,65,0.7,22.3
2025-08-21,Delhi,34.4,72,0.0,19.1
2025-08-21,Mumbai,26.4,65,5.6,20.6
2025-08-21,Bangalore,25.0,77,4.9,14.8
2025-08-21,Kolkata,32.8,84,3.6,19.3
2025-08-22,Delhi,31.7,74,0.0,16.5
2025-08-22,Mumbai,32.0,74,2.0,9.0
2025-08-22,Bangalore,30.1,58,5.9,23.8
2025-08-22,Kolkata,34.2,68,14.6,14.9
2025-08-23,Delhi,33.3,52,9.6,21.0
2025-08-23,Mumbai,28.7,89,0.0,23.1
2025-08-23,Bangalore,32.4,55,0.0,16.4
2025-08-23,Kolkata,34.4,81,3.7,9.6
2025-08-24,Delhi,36.0,55,0.0,7.6
2025-08-24,Mumbai,26.5,62,26.2,9.4
2025-08-24,Bangalore,27.6,78,0.0,16.5
2025-08-24,Kolkata,33.3,65,0.0,12.5
2025-08-25,Delhi,33.3,76,0.0,11.7
2025-08-25,Mumbai,30.2,64,0.0,8.5
2025-08-25,Bangalore,27.0,79,0.0,15.4
2025-08-25,Kolkata,35.3,63,0.0,5.0
2025-08-26,Delhi,37.1,69,2.5,12.5
2025-08-26,Mumbai,30.0,72,38.0,6.9
2025-08-26,Bangalore,25.4,63,0.0,17.2
2025-08-26,Kolkata,37.1,72,11.4,14.4
2025-08-27,Delhi,31.4,51,0.0,20.2
2025-08-27,Mumbai,31.3,72,26.4,20.4
2025-08-27,Bangalore,26.5,70,8.3,20.3
2025-08-27,Kolkata,32.0,74,5.6,23.2
2025-08-28,Delhi,30.5,69,0.0,10.6
2025-08-28,Mumbai,33.4,74,8.9,8.2
2025-08-28,Bangalore,27.1,64,0.0,14.3
2025-08-28,Kolkata,38.2,67,3.8,10.6
2025-08-29,Delhi,37.2,79,0.0,6.1
2025-08-29,Mumbai,30.9,60,0.0,9.7
2025-08-29,Bangalore,30.1,72,3.1,23.5
2025-08-29,Kolkata,36.7,78,0.0,15.5
2025-08-30,Delhi,32.1,60,2.8,10.9
2025-08-30,Mumbai,25.4,66,0.0,10.3
2025-08-30,Bangalore,31.1,55,0.0,10.9
2025-08-30,Kolkata,35.4,79,2.6,19.8
2025-08-31,Delhi,38.7,69,0.0,18.6
2025-08-31,Mumbai,28.1,87,6.2,24.8
2025-08-31,Bangalore,25.7,76,38.3,22.0
2025-08-31,Kolkata,34.9,71,21.1,8.7
2025-09-01,Delhi,24.6,48,0.0,9.8
2025-09-01,Mumbai,26.5,62,0.0,24.4
2025-09-01,Bangalore,28.5,65,18.8,5.1
2025-09-01,Kolkata,29.8,47,0.0,16.6
2025-09-02,Delhi,31.4,65,0.0,23.8
2025-09-02,Mumbai,28.2,48,0.0,18.3
2025-09-02,Bangalore,27.6,57,0.0,22.9
2025-09-02,Kolkata,26.8,62,0.0,7.1
2025-09-03,Delhi,30.6,42,0.0,11.8
2025-09-03,Mumbai,31.5,61,0.0,8.5
2025-09-03,Bangalore,25.1,68,0.0,14.9
2025-09-03,Kolkata,29.4,53,0.0,17.6
2025-09-04,Delhi,27.5,45,0.0,23.0
2025-09-04,Mumbai,30.6,43,0.0,16.6
2025-09-04,Bangalore,31.9,47,0.0,18.1
2025-09-04,Kolkata,27.6,64,2.3,23.9
2025-09-05,Delhi,31.0,65,0.0,16.5
2025-09-05,Mumbai,25.1,52,0.0,16.7
2025-09-05,Bangalore,32.1,41,8.6,19.8
2025-09-05,Kolkata,28.8,51,0.0,22.5
2025-09-06,Delhi,30.7,68,0.0,9.9
2025-09-06,Mumbai,31.1,46,0.0,24.4
2025-09-06,Bangalore,27.1,62,5.9,7.3
2025-09-06,Kolkata,26.0,44,0.0,17.3
2025-09-07,Delhi,29.2,61,0.0,23.0
2025-09-07,Mumbai,24.7,42,0.0,12.0
2025-09-07,Bangalore,31.3,56,0.0,16.1
2025-09-07,Kolkata,31.5,55,0.0,14.6
2025-09-08,Delhi,26.0,54,0.0,7.8
2025-09-08,Mumbai,30.9,52,0.0,14.2
2025-09-08,Bangalore,32.4,45,4.4,18.6
2025-09-08,Kolkata,29.4,54,0.0,14.5
2025-09-09,Delhi,25.5,57,0.0,24.4
2025-09-09,Mumbai,30.4,52,0.0,9.5
2025-09-09,Bangalore,28.6,50,0.0,5.9
2025-09-09,Kolkata,29.8,59,0.0,16.0
2025-09-10,Delhi,31.5,47,0.0,11.4
2025-09-10,Mumbai,32.1,57,0.0,7.1
2025-09-10,Bangalore,27.7,65,0.0,15.8
2025-09-10,Kolkata,26.0,69,0.0,8.6
2025-09-11,Delhi,31.4,69,0.0,8.1
2025-09-11,Mumbai,28.7,41,0.0,16.1
2025-09-11,Bangalore,28.5,50,0.0,10.2
2025-09-11,Kolkata,31.5,46,0.0,23.7
2025-09-12,Delhi,29.7,64,3.0,10.7
2025-09-12,Mumbai,24.4,60,0.0,13.6
2025-09-12,Bangalore,31.4,52,22.9,18.2
2025-09-12,Kolkata,26.1,51,0.0,12.6
2025-09-13,Delhi,26.3,57,0.0,10.0
2025-09-13,Mumbai,26.5,49,0.0,16.5
2025-09-13,Bangalore,24.4,42,0.0,21.6
2025-09-13,Kolkata,30.3,43,0.0,9.7
2025-09-14,Delhi,31.7,63,0.0,21.1
2025-09-14,Mumbai,27.6,55,0.0,17.4
2025-09-14,Bangalore,31.0,48,0.0,17.1
2025-09-14,Kolkata,30.2,56,0.0,11.1
2025-09-15,Delhi,24.6,68,0.0,9.5
2025-09-15,Mumbai,28.9,69,0.0,20.5
2025-09-15,Bangalore,29.1,54,0.0,20.1
2025-09-15,Kolkata,24.8,65,0.0,11.8
2025-09-16,Delhi,24.5,42,0.0,17.0
2025-09-16,Mumbai,26.1,50,0.0,21.6
2025-09-16,Bangalore,26.7,56,0.0,9.6
2025-09-16,Kolkata,32.3,49,0.0,23.5
2025-09-17,Delhi,27.8,58,7.0,12.9
2025-09-17,Mumbai,24.1,51,0.0,11.3
2025-09-17,Bangalore,30.3,67,0.0,13.0
2025-09-17,Kolkata,28.9,66,0.0,15.7
2025-09-18,Delhi,30.8,54,0.0,15.3
2025-09-18,Mumbai,24.8,52,0.0,21.6
2025-09-18,Bangalore,26.0,63,0.8,10.2
