Date,City,PM2.5,PM10,NO2,SO2,AQI
2025-03-17,Bangalore,77.0,86.1,33.8,9.8,98
2025-03-17,Kolkata,72.0,123.3,23.5,5.6,119
2025-03-17,Hyderabad,36.2,77.4,28.7,5.0,63
2025-03-17,Chennai,75.3,96.6,32.0,6.0,98
2025-03-18,Delhi,60.4,118.1,29.3,10.4,102
2025-03-18,Mumbai,89.8,108.6,22.6,11.2,114
2025-03-18,Bangalore,56.3,113.8,26.5,9.5,104
2025-03-18,Kolkata,39.1,79.2,20.3,11.1,61
2025-03-18,Hyderabad,38.4,110.8,27.3,7.4,108
2025-03-18,Chennai,62.6,94.3,21.4,10.9,74
2025-03-19,Delhi,63.6,109.6,33.3,7.5,110
2025-03-19,Mumbai,75.6,120.6,28.6,6.7,109
2025-03-19,Bangalore,68.2,101.6,28.4,12.3,97
2025-03-19,Kolkata,71.2,77.6,34.5,5.7,98
2025-03-19,Hyderabad,37.3,88.0,28.5,7.0,90
2025-03-19,Chennai,70.1,105.5,31.5,7.8,104
2025-03-20,Delhi,63.2,81.9,31.7,5.5,89
2025-03-20,Mumbai,84.9,124.0,33.2,10.8,121
2025-03-20,Bangalore,53.0,129.7,23.2,5.9,113
2025-03-20,Kolkata,70.1,75.3,20.0,5.1,85
2025-03-20,Hyderabad,61.3,94.7,30.5,11.7,84
2025-03-20,Chennai,93.9,127.1,28.7,5.0,119
2025-03-21,Delhi,52.6,105.5,33.9,7.1,108
2025-03-21,Mumbai,82.9,141.9,30.1,12.6,117
2025-03-21,Bangalore,65.7,83.6,22.8,6.6,90
2025-03-21,Kolkata,63.5,124.5,30.0,10.7,111
2025-03-21,Hyderabad,79.8,113.1,31.1,8.5,111
2025-03-21,Chennai,81.3,93.0,31.3,6.9,97
2025-03-22,Delhi,74.6,111.4,26.2,6.5,90
2025-03-22,Mumbai,89.0,146.0,35.0,9.1,131
2025-03-22,Bangalore,56.6,82.4,30.8,8.2,77
2025-03-22,Kolkata,45.6,93.6,25.6,11.3,74
2025-03-22,Hyderabad,65.1,81.2,32.3,7.2,78
2025-03-22,Chennai,94.5,111.2,27.6,5.3,125
2025-03-23,Delhi,71.0,76.8,23.3,11.0,86
2025-03-23,Mumbai,51.8,101.4,20.8,12.8,91
2025-03-23,Bangalore,41.5,86.7,28.2,10.3,72
2025-03-23,Kolkata,48.7,80.7,32.4,11.3,79
2025-03-23,Hyderabad,35.4,126.4,23.2,8.7,118
2025-03-23,Chennai,93.9,126.1,22.3,12.3,133
2025-03-24,Delhi,64.6,76.2,31.3,7.8,73
2025-03-24,Mumbai,72.2,102.2,33.2,7.5,100
2025-03-24,Bangalore,55.6,117.9,23.1,5.9,107
2025-03-24,Kolkata,64.6,73.2,27.0,5.6,75
2025-03-24,Hyderabad,43.1,100.4,24.9,11.2,102
2025-03-24,Chennai,74.1,149.7,23.3,5.4,126
2025-03-25,Delhi,46.3,115.1,21.3,12.1,105
2025-03-25,Mumbai,67.8,127.3,23.9,8.8,111
2025-03-25,Bangalore,59.8,88.5,22.6,8.9,74
2025-03-25,Kolkata,48.7,75.2,33.8,9.7,62
2025-03-25,Hyderabad,51.2,77.9,29.2,12.1,71
2025-03-25,Chennai,92.7,92.6,34.5,5.4,128
2025-03-26,Delhi,45.4,73.4,31.1,7.0,76
2025-03-26,Mumbai,74.9,108.2,33.7,12.5,101
2025-03-26,Bangalore,71.3,118.1,21.1,8.6,103
2025-03-26,Kolkata,53.5,85.6,28.5,7.0,74
2025-03-26,Hyderabad,55.7,91.5,32.3,10.1,96
2025-03-26,Chennai,59.8,148.4,26.7,9.5,143
2025-03-27,Delhi,52.4,85.0,29.5,7.6,74
2025-03-27,Mumbai,94.7,125.6,29.8,8.3,137
2025-03-27,Bangalore,36.5,107.1,33.0,7.4,104
2025-03-27,Kolkata,79.2,95.1,34.8,8.8,92
2025-03-27,Hyderabad,46.3,85.6,30.9,5.7,88
2025-03-27,Chennai,81.5,122.2,24.2,9.0,101
2025-03-28,Delhi,35.7,82.2,26.6,9.8,80
2025-03-28,Mumbai,64.9,124.7,29.8,8.9,123
2025-03-28,Bangalore,44.4,89.9,33.0,12.2,88
2025-03-28,Kolkata,41.7,107.9,21.5,7.5,95
2025-03-28,Hyderabad,76.2,102.0,25.2,8.8,93
2025-03-28,Chennai,66.1,143.2,27.7,6.0,128
2025-03-29,Delhi,36.3,97.2,31.1,6.6,87
2025-03-29,Mumbai,51.5,122.7,33.1,8.3,121
2025-03-29,Bangalore,77.6,70.9,29.2,6.7,97
2025-03-29,Kolkata,62.4,84.2,29.0,12.4,89
2025-03-29,Hyderabad,78.1,80.4,32.7,10.3,114
2025-03-29,Chennai,52.2,125.6,34.3,11.0,104
2025-03-30,Delhi,51.5,127.6,25.4,8.3,123
2025-03-30,Mumbai,52.2,122.4,26.1,10.3,120
2025-03-30,Bangalore,51.2,79.5,31.7,5.8,77
2025-03-30,Kolkata,37.6,89.2,31.5,7.8,70
2025-03-30,Hyderabad,53.2,126.5,21.5,10.2,127
2025-03-30,Chennai,84.8,91.0,34.5,9.4,115
2025-03-31,Delhi,79.6,100.6,21.6,7.2,113
2025-03-31,Mumbai,87.3,101.3,33.7,7.0,110
2025-03-31,Bangalore,55.7,80.4,26.0,12.0,85
2025-03-31,Kolkata,75.0,82.6,20.2,11.7,108
2025-03-31,Hyderabad,53.1,70.1,27.4,12.5,78
2025-03-31,Chennai,82.7,137.7,32.4,5.6,136
2025-04-01,Delhi,48.7,73.4,30.1,8.3,63
2025-04-01,Mumbai,87.4,122.8,23.3,9.3,105
2025-04-01,Bangalore,59.1,125.7,34.3,7.9,120
2025-04-01,Kolkata,37.6,128.8,32.7,7.0,121
2025-04-01,Hyderabad,56.6,109.0,29.6,5.2,97
2025-04-01,Chennai,78.1,130.3,29.9,9.9,110
2025-04-02,Delhi,49.4,118.6,22.3,9.7,106
2025-04-02,Mumbai,78.0,110.5,21.7,12.9,94
2025-04-02,Bangalore,68.5,127.8,27.0,9.6,125
2025-04-02,Kolkata,59.5,121.4,23.1,8.8,104
2025-04-02,Hyderabad,67.5,115.2,26.2,11.7,111
2025-04-02,Chennai,79.4,120.5,25.4,11.7,120
2025-04-03,Delhi,60.3,79.8,22.3,9.1,71
2025-04-03,Mumbai,75.2,147.1,31.3,5.1,134
2025-04-03,Bangalore,43.6,121.1,29.9,5.1,121
2025-04-03,Kolkata,78.9,90.6,21.9,11.4,108
2025-04-03,Hyderabad,35.9,94.2,20.3,9.6,93
2025-04-03,Chennai,67.1,109.9,23.2,6.9,89
2025-04-04,Delhi,77.7,93.9,28.0,5.5,101
2025-04-04,Mumbai,59.0,146.0,21.1,12.6,130
2025-04-04,Bangalore,61.3,93.5,29.5,5.1,84
2025-04-04,Kolkata,52.9,93.1,25.4,11.8,89
2025-04-04,Hyderabad,60.5,102.4,20.7,12.7,101
2025-04-04,Chennai,79.7,145.1,28.0,7.5,134
2025-04-05,Delhi,45.8,82.9,31.8,9.7,78
2025-04-05,Mumbai,55.2,117.4,22.8,9.1,119
2025-04-05,Bangalore,78.1,107.9,27.5,6.6,94
2025-04-05,Kolkata,67.8,84.4,32.5,12.1,84
2025-04-05,Hyderabad,58.4,123.8,30.3,12.3,103
2025-04-05,Chennai,82.8,113.5,22.3,11.8,113
2025-04-06,Delhi,67.6,75.7,26.4,10.2,99
2025-04-06,Mumbai,94.8,125.6,32.9,8.3,123
2025-04-06,Bangalore,74.5,88.2,24.5,8.3,90
2025-04-06,Kolkata,43.3,105.8,31.6,5.9,85
2025-04-06,Hyderabad,53.4,122.7,30.4,7.6,123
2025-04-06,Chennai,95.0,104.1,29.4,6.1,114
2025-04-07,Delhi,64.1,76.6,22.2,5.3,83
2025-04-07,Mumbai,57.0,142.7,32.5,8.4,135
2025-04-07,Bangalore,60.8,85.5,29.2,5.3,90
2025-04-07,Kolkata,38.6,125.2,24.0,10.4,123
2025-04-07,Hyderabad,39.6,89.6,23.6,10.6,94
2025-04-07,Chennai,72.4,136.5,30.9,10.4,129
2025-04-08,Delhi,70.1,93.6,25.7,12.3,97
2025-04-08,Mumbai,60.0,136.3,22.9,10.0,123
2025-04-08,Bangalore,51.8,109.1,25.6,10.8,104
2025-04-08,Kolkata,57.7,91.7,29.6,7.4,95
2025-04-08,Hyderabad,78.0,104.4,21.7,9.9,95
2025-04-08,Chennai,60.6,94.1,30.1,11.9,96
2025-04-09,Delhi,37.3,92.1,24.5,11.3,83
2025-04-09,Mumbai,72.5,139.0,31.6,6.1,133
2025-04-09,Bangalore,37.6,107.4,33.3,9.7,86
2025-04-09,Kolkata,70.3,106.1,33.1,6.1,95
2025-04-09,Hyderabad,55.4,93.5,22.7,12.3,98
2025-04-09,Chennai,83.5,115.9,25.8,10.5,116
2025-04-10,Delhi,65.5,117.7,25.0,11.2,106
2025-04-10,Mumbai,72.2,138.5,22.6,10.2,117
2025-04-10,Bangalore,72.3,129.7,27.2,6.6,124
2025-04-10,Kolkata,76.4,122.2,27.3,10.5,104
2025-04-10,Hyderabad,62.3,107.7,22.8,9.0,109
2025-04-10,Chennai,82.9,110.5,20.8,6.2,116
2025-04-11,Delhi,72.6,95.3,31.8,12.5,88
2025-04-11,Mumbai,56.3,121.2,27.9,11.6,117
2025-04-11,Bangalore,46.3,85.7,22.9,5.2,84
2025-04-11,Kolkata,51.2,115.1,30.2,6.2,94
2025-04-11,Hyderabad,52.5,71.7,30.2,9.7,81
2025-04-11,Chennai,52.0,133.6,30.5,6.3,120
2025-04-12,Delhi,49.5,100.3,28.8,5.3,84
2025-04-12,Mumbai,87.6,90.5,27.7,9.6,108
2025-04-12,Bangalore,57.8,106.3,31.4,10.5,100
2025-04-12,Kolkata,77.2,74.5,28.9,12.8,101
2025-04-12,Hyderabad,60.6,88.9,30.0,10.3,73
2025-04-12,Chennai,94.2,120.6,32.8,5.2,117
2025-04-13,Delhi,48.3,108.3,22.7,7.1,87
2025-04-13,Mumbai,65.7,143.0,33.7,10.1,135
2025-04-13,Bangalore,61.8,126.1,27.4,10.2,125
2025-04-13,Kolkata,49.1,101.5,25.7,5.5,100
2025-04-13,Hyderabad,63.2,76.7,27.0,12.9,83
2025-04-13,Chennai,80.3,121.7,27.7,8.9,119
2025-04-14,Delhi,79.3,79.2,26.4,6.2,95
2025-04-14,Mumbai,61.5,135.6,27.9,10.8,117
2025-04-14,Bangalore,73.1,120.0,30.9,6.2,121
2025-04-14,Kolkata,58.2,104.8,32.5,10.2,88
2025-04-14,Hyderabad,65.7,80.6,30.8,7.7,87
2025-04-14,Chennai,63.4,134.2,33.9,11.0,123
2025-04-15,Delhi,42.2,107.9,30.6,6.7,104
2025-04-15,Mumbai,73.3,122.2,21.5,10.7,114
2025-04-15,Bangalore,79.3,76.8,23.6,7.8,115
2025-04-15,Kolkata,76.0,91.3,22.2,8.9,101
2025-04-15,Hyderabad,42.0,87.5,32.7,7.3,87
2025-04-15,Chennai,79.7,132.3,33.8,12.9,113
2025-04-16,Delhi,73.2,78.1,20.1,6.0,89
2025-04-16,Mumbai,72.0,126.1,25.8,5.6,106
2025-04-16,Bangalore,44.0,115.6,28.6,12.9,106
2025-04-16,Kolkata,63.3,74.5,32.8,5.7,80
2025-04-16,Hyderabad,43.4,86.4,22.1,11.3,78
2025-04-16,Chennai,80.4,105.2,22.5,6.2,104
2025-04-17,Delhi,63.0,80.7,21.6,9.6,81
2025-04-17,Mumbai,82.3,116.4,24.0,10.3,115
2025-04-17,Bangalore,53.6,97.8,31.1,12.6,83
2025-04-17,Kolkata,62.3,99.0,20.1,7.9,99
2025-04-17,Hyderabad,47.4,90.7,20.2,9.7,78
2025-04-17,Chennai,67.2,105.6,26.6,5.9,104
2025-04-18,Delhi,55.8,100.7,32.5,11.0,91
2025-04-18,Mumbai,83.7,149.7,20.4,12.2,138
2025-04-18,Bangalore,35.9,123.3,25.3,7.1,115
2025-04-18,Kolkata,52.1,107.0,28.3,7.6,101
2025-04-18,Hyderabad,38.0,111.9,31.5,7.4,95
2025-04-18,Chennai,64.2,118.7,33.9,11.3,100
2025-04-19,Delhi,53.3,108.3,28.0,8.3,109
2025-04-19,Mumbai,60.0,123.7,27.1,7.7,121
2025-04-19,Bangalore,54.1,70.4,27.2,12.2,63
2025-04-19,Kolkata,58.8,74.6,29.0,8.4,86
2025-04-19,Hyderabad,37.8,128.1,34.3,9.5,110
2025-04-19,Chennai,89.4,135.3,33.2,5.0,125
2025-04-20,Delhi,44.8,115.9,32.1,12.1,106
2025-04-20,Mumbai,86.1,93.6,20.9,11.2,112
2025-04-20,Bangalore,42.1,120.3,25.0,11.8,121
2025-04-20,Kolkata,45.9,125.1,30.4,5.5,117
2025-04-20,Hyderabad,53.4,72.6,26.9,9.3,64
2025-04-20,Chennai,94.7,132.4,31.0,12.4,115
2025-04-21,Delhi,77.6,122.1,21.8,7.3,111
2025-04-21,Mumbai,72.6,131.6,22.0,5.2,115
2025-04-21,Bangalore,47.8,102.8,25.6,13.0,88
2025-04-21,Kolkata,72.2,126.4,22.9,6.3,122
2025-04-21,Hyderabad,69.4,116.4,31.8,7.9,118
2025-04-21,Chennai,62.1,110.7,33.2,9.2,97
2025-04-22,Delhi,67.7,82.2,29.2,12.2,93
2025-04-22,Mumbai,80.7,126.3,22.6,5.5,112
2025-04-22,Bangalore,48.1,122.3,27.4,11.1,120
2025-04-22,Kolkata,62.2,119.5,26.7,10.1,119
2025-04-22,Hyderabad,68.4,123.7,30.9,5.0,120
2025-04-22,Chennai,53.2,104.2,34.7,9.7,90
2025-04-23,Delhi,74.2,126.0,22.3,9.1,109
2025-04-23,Mumbai,81.0,128.6,22.8,10.5,110
2025-04-23,Bangalore,48.0,73.3,35.0,10.7,72
2025-04-23,Kolkata,61.7,90.6,27.9,5.5,87
2025-04-23,Hyderabad,77.9,76.6,25.6,12.5,92
2025-04-23,Chennai,87.3,111.6,22.6,11.9,117
2025-04-24,Delhi,41.9,79.8,25.4,9.5,62
2025-04-24,Mumbai,55.9,140.0,25.4,11.1,136
2025-04-24,Bangalore,55.0,105.2,26.4,8.7,91
2025-04-24,Kolkata,56.6,86.5,25.8,12.4,75
2025-04-24,Hyderabad,74.5,127.2,26.1,7.1,126
2025-04-24,Chennai,79.1,130.5,22.7,12.7,109
2025-04-25,Delhi,55.1,80.5,25.8,8.7,83
2025-04-25,Mumbai,82.6,147.2,30.9,8.0,141
2025-04-25,Bangalore,41.3,79.6,25.9,5.9,79
2025-04-25,Kolkata,70.5,101.9,33.1,11.5,94
2025-04-25,Hyderabad,55.0,116.7,28.7,7.2,109
2025-04-25,Chennai,78.8,120.0,34.7,9.3,111
2025-04-26,Delhi,79.7,108.5,21.9,12.2,117
2025-04-26,Mumbai,85.3,131.3,32.1,9.0,122
2025-04-26,Bangalore,41.2,103.3,29.8,8.7,93
2025-04-26,Kolkata,36.1,84.3,32.4,12.8,75
2025-04-26,Hyderabad,55.0,89.0,28.2,9.9,80
2025-04-26,Chennai,84.2,101.2,21.8,12.0,111
2025-04-27,Delhi,72.4,82.3,29.8,8.7,100
2025-04-27,Mumbai,93.0,97.8,29.0,7.2,113
2025-04-27,Bangalore,63.7,129.5,34.1,11.3,106
2025-04-27,Kolkata,77.3,128.6,22.6,6.7,120
2025-04-27,Hyderabad,50.4,80.3,27.6,9.6,79
2025-04-27,Chennai,94.0,148.1,33.6,9.0,145
2025-04-28,Delhi,42.6,73.5,34.0,11.3,62
2025-04-28,Mumbai,71.8,137.0,20.9,9.0,124
2025-04-28,Bangalore,50.7,79.2,33.5,5.7,67
2025-04-28,Kolkata,76.6,126.2,32.0,8.5,126
2025-04-28,Hyderabad,76.9,84.7,30.2,8.1,98
2025-04-28,Chennai,77.7,122.5,25.1,8.2,103
2025-04-29,Delhi,79.4,128.9,28.5,10.0,108
2025-04-29,Mumbai,93.2,97.7,34.3,8.7,124
2025-04-29,Bangalore,43.3,90.1,34.7,5.6,90
2025-04-29,Kolkata,44.2,80.8,30.5,6.1,75
2025-04-29,Hyderabad,52.4,111.4,24.0,5.7,91
2025-04-29,Chennai,69.2,95.9,23.0,5.5,97
2025-04-30,Delhi,66.1,112.6,23.0,8.1,110
2025-04-30,Mumbai,59.9,108.0,32.4,5.1,91
2025-04-30,Bangalore,56.4,125.9,25.7,5.9,125
2025-04-30,Kolkata,73.1,100.6,30.1,6.0,109
2025-04-30,Hyderabad,54.2,75.3,27.0,12.8,61
2025-04-30,Chennai,68.8,143.5,23.0,6.5,138
2025-05-01,Delhi,115.1,191.0,33.8,8.8,163
2025-05-01,Mumbai,92.3,121.3,32.3,8.0,133
2025-05-01,Bangalore,46.9,123.1,28.9,11.6,109
2025-05-01,Kolkata,97.4,160.8,35.1,11.4,158
2025-05-01,Hyderabad,76.3,188.0,31.8,5.0,168
2025-05-01,Chennai,51.4,144.4,21.1,6.3,137
2025-05-02,Delhi,113.8,171.3,35.3,5.0,159
2025-05-02,Mumbai,88.9,140.6,31.0,8.1,119
2025-05-02,Bangalore,36.0,115.8,30.0,7.0,99
2025-05-02,Kolkata,86.0,202.6,36.4,9.5,173
2025-05-02,Hyderabad,90.5,175.2,31.7,12.5,150
2025-05-02,Chennai,70.3,121.9,24.0,11.5,99
2025-05-03,Delhi,104.6,206.2,38.4,10.2,196
2025-05-03,Mumbai,78.7,143.4,29.5,11.6,142
2025-05-03,Bangalore,39.7,100.2,21.1,8.1,93
2025-05-03,Kolkata,91.9,219.8,41.2,10.5,190
2025-05-03,Hyderabad,83.8,195.3,33.0,7.4,165
2025-05-03,Chennai,64.8,130.0,23.1,6.3,122
2025-05-04,Delhi,94.0,185.3,44.6,5.1,171
2025-05-04,Mumbai,75.4,125.3,31.4,8.7,114
2025-05-04,Bangalore,71.3,103.7,26.0,5.3,99
2025-05-04,Kolkata,113.8,219.3,37.2,10.0,189
2025-05-04,Hyderabad,87.4,193.6,43.0,8.0,180
2025-05-04,Chennai,79.4,135.3,28.5,12.9,116
2025-05-05,Delhi,85.5,172.3,40.3,7.8,165
2025-05-05,Mumbai,67.6,147.3,21.6,6.6,141
2025-05-05,Bangalore,44.6,112.1,34.9,5.3,93
2025-05-05,Kolkata,105.3,194.1,33.1,10.5,181
2025-05-05,Hyderabad,84.6,213.2,44.8,12.3,188
2025-05-05,Chennai,86.0,95.1,20.2,9.0,119
2025-05-06,Delhi,102.0,208.1,33.2,7.4,198
2025-05-06,Mumbai,86.2,91.3,23.4,5.8,113
2025-05-06,Bangalore,71.3,125.2,26.7,10.8,114
2025-05-06,Kolkata,93.6,173.1,34.1,8.8,163
2025-05-06,Hyderabad,75.2,197.4,36.4,11.5,183
2025-05-06,Chennai,85.1,121.7,20.3,10.7,110
2025-05-07,Delhi,77.7,162.1,42.0,10.4,138
2025-05-07,Mumbai,52.2,102.8,31.1,8.4,93
2025-05-07,Bangalore,69.1,107.1,21.6,6.5,89
2025-05-07,Kolkata,94.9,184.6,35.9,11.8,178
2025-05-07,Hyderabad,96.5,177.9,41.2,12.5,168
2025-05-07,Chennai,52.4,110.9,32.0,9.3,94
2025-05-08,Delhi,106.9,183.2,35.9,8.7,163
2025-05-08,Mumbai,57.7,129.5,25.1,8.7,116
2025-05-08,Bangalore,75.6,124.9,31.8,7.0,114
2025-05-08,Kolkata,80.6,174.8,40.2,5.5,150
2025-05-08,Hyderabad,113.2,165.1,34.4,11.2,141
2025-05-08,Chennai,56.8,120.7,21.0,6.7,120
2025-05-09,Delhi,75.1,212.8,37.2,10.2,183
2025-05-09,Mumbai,76.0,108.1,22.6,10.8,106
2025-05-09,Bangalore,51.7,77.6,32.9,7.4,68
2025-05-09,Kolkata,105.9,210.5,37.8,12.4,202
2025-05-09,Hyderabad,96.0,180.8,36.8,11.5,173
2025-05-09,Chennai,64.0,139.2,20.8,11.8,133
2025-05-10,Delhi,80.8,192.3,40.6,7.7,163
2025-05-10,Mumbai,93.3,133.7,25.4,5.8,126
2025-05-10,Bangalore,35.0,122.7,28.3,5.3,107
2025-05-10,Kolkata,115.5,163.2,32.5,9.5,150
2025-05-10,Hyderabad,75.0,178.4,41.1,10.6,163
2025-05-10,Chennai,92.9,118.0,26.4,7.5,110
2025-05-11,Delhi,119.7,185.1,41.3,5.6,179
2025-05-11,Mumbai,91.1,119.8,34.9,11.7,122
2025-05-11,Bangalore,48.6,120.4,30.1,9.8,104
2025-05-11,Kolkata,109.5,202.7,39.3,8.4,188
2025-05-11,Hyderabad,105.1,196.7,40.5,12.3,180
2025-05-11,Chennai,63.4,149.2,25.8,9.4,138
2025-05-12,Delhi,77.8,173.7,42.4,11.3,163
2025-05-12,Mumbai,79.9,149.6,20.9,9.1,133
2025-05-12,Bangalore,77.7,73.2,32.3,10.3,103
2025-05-12,Kolkata,75.7,215.8,40.1,8.3,202
2025-05-12,Hyderabad,93.1,165.9,30.6,5.3,163
2025-05-12,Chennai,92.2,133.0,29.6,6.4,109
2025-05-13,Delhi,90.8,168.3,32.6,9.1,163
2025-05-13,Mumbai,92.5,141.3,34.8,9.7,138
2025-05-13,Bangalore,77.0,95.0,20.3,12.2,97
2025-05-13,Kolkata,88.4,181.2,31.2,5.6,153
2025-05-13,Hyderabad,77.8,212.5,30.2,5.4,190
2025-05-13,Chennai,90.7,100.7,21.2,7.1,127
2025-05-14,Delhi,87.1,178.8,31.5,11.5,173
2025-05-14,Mumbai,53.5,94.4,31.7,11.0,92
2025-05-14,Bangalore,62.0,115.8,32.2,12.5,103
2025-05-14,Kolkata,105.5,195.4,36.9,8.9,186
2025-05-14,Hyderabad,90.2,182.0,40.6,8.4,163
2025-05-14,Chennai,67.7,143.8,30.9,7.0,121
2025-05-15,Delhi,103.8,198.8,38.4,6.2,176
2025-05-15,Mumbai,77.1,96.5,21.7,5.6,95
2025-05-15,Bangalore,71.3,120.5,25.2,5.6,112
2025-05-15,Kolkata,80.9,161.2,34.8,7.9,151
2025-05-15,Hyderabad,78.5,193.7,36.9,10.5,174
2025-05-15,Chennai,83.8,149.1,34.9,6.9,130
2025-05-16,Delhi,98.6,162.1,35.3,11.2,140
2025-05-16,Mumbai,64.7,130.1,31.1,12.3,113
2025-05-16,Bangalore,74.2,121.1,21.3,10.6,116
2025-05-16,Kolkata,85.5,194.0,40.1,8.4,181
2025-05-16,Hyderabad,113.8,182.3,30.8,13.0,157
2025-05-16,Chennai,72.0,128.0,22.1,5.9,120
2025-05-17,Delhi,115.7,170.5,40.2,6.5,153
2025-05-17,Mumbai,61.9,123.3,31.7,7.4,112
2025-05-17,Bangalore,78.7,91.0,22.6,10.5,112
2025-05-17,Kolkata,98.2,215.4,35.6,7.1,202
2025-05-17,Hyderabad,90.6,187.8,31.5,8.3,172
2025-05-17,Chennai,76.1,93.2,27.4,12.2,111
2025-05-18,Delhi,84.0,177.9,30.2,6.6,170
2025-05-18,Mumbai,72.6,139.6,32.4,6.6,138
2025-05-18,Bangalore,50.3,108.7,27.6,9.1,104
2025-05-18,Kolkata,108.7,161.6,44.2,7.1,140
2025-05-18,Hyderabad,114.1,166.3,39.3,10.3,155
2025-05-18,Chennai,92.5,140.7,22.2,6.8,138
2025-05-19,Delhi,87.4,195.4,37.6,10.6,166
2025-05-19,Mumbai,86.3,122.4,34.4,6.4,122
2025-05-19,Bangalore,44.4,112.9,30.2,10.0,110
2025-05-19,Kolkata,111.3,176.5,37.0,7.5,158
2025-05-19,Hyderabad,107.2,217.2,34.5,11.2,205
2025-05-19,Chennai,58.6,145.6,23.8,11.8,126
2025-05-20,Delhi,98.3,192.8,35.0,10.2,181
2025-05-20,Mumbai,62.1,132.8,22.2,12.7,113
2025-05-20,Bangalore,74.6,129.0,32.3,6.5,111
2025-05-20,Kolkata,80.5,172.0,42.4,9.5,151
2025-05-20,Hyderabad,107.8,189.3,30.0,7.9,174
2025-05-20,Chennai,93.2,123.2,33.5,11.4,122
2025-05-21,Delhi,87.1,210.6,39.1,7.6,186
2025-05-21,Mumbai,90.2,114.2,27.0,12.5,125
2025-05-21,Bangalore,76.8,80.6,28.1,6.2,112
2025-05-21,Kolkata,93.3,214.9,30.7,11.7,197
2025-05-21,Hyderabad,118.6,219.3,44.8,9.8,202
2025-05-21,Chennai,92.4,106.2,22.3,11.6,114
2025-05-22,Delhi,114.8,197.1,30.7,6.8,187
2025-05-22,Mumbai,89.3,108.1,22.3,10.3,123
2025-05-22,Bangalore,38.1,73.1,21.6,5.3,55
2025-05-22,Kolkata,77.8,202.1,36.2,12.0,180
2025-05-22,Hyderabad,100.7,184.0,35.6,11.7,167
2025-05-22,Chennai,80.3,107.6,20.6,5.1,112
2025-05-23,Delhi,79.1,188.8,36.4,6.2,162
2025-05-23,Mumbai,64.3,121.0,32.6,12.2,102
2025-05-23,Bangalore,42.4,117.1,30.0,12.4,110
2025-05-23,Kolkata,117.3,202.2,42.6,9.3,179
2025-05-23,Hyderabad,79.0,161.4,31.2,6.2,139
2025-05-23,Chennai,93.2,109.0,32.6,8.2,119
2025-05-24,Delhi,99.6,215.4,38.7,6.6,188
2025-05-24,Mumbai,59.6,106.3,31.7,8.0,100
2025-05-24,Bangalore,35.3,84.0,33.9,11.2,79
2025-05-24,Kolkata,98.4,190.3,31.1,6.7,164
2025-05-24,Hyderabad,92.3,198.6,30.4,6.9,183
2025-05-24,Chennai,57.2,102.5,24.2,10.5,97
2025-05-25,Delhi,87.4,207.3,33.6,5.4,186
2025-05-25,Mumbai,70.6,131.1,27.6,7.3,114
2025-05-25,Bangalore,54.5,106.8,30.2,10.0,98
2025-05-25,Kolkata,109.3,199.4,31.4,10.2,183
2025-05-25,Hyderabad,82.3,201.9,33.7,10.5,184
2025-05-25,Chennai,54.1,138.9,20.5,10.2,135
2025-05-26,Delhi,80.3,184.2,35.0,8.7,158
2025-05-26,Mumbai,53.3,137.2,25.5,5.4,126
2025-05-26,Bangalore,62.0,75.3,26.6,12.1,71
2025-05-26,Kolkata,109.7,207.3,37.1,5.9,187
2025-05-26,Hyderabad,90.0,169.0,38.6,6.6,166
2025-05-26,Chennai,67.3,107.2,23.9,11.4,95
2025-05-27,Delhi,86.8,213.3,44.0,11.8,192
2025-05-27,Mumbai,79.8,98.8,25.8,9.8,109
2025-05-27,Bangalore,49.3,89.8,28.6,5.3,76
2025-05-27,Kolkata,90.5,190.3,39.4,5.2,172
2025-05-27,Hyderabad,95.6,189.6,30.2,11.9,166
2025-05-27,Chennai,89.7,116.6,24.5,11.4,126
2025-05-28,Delhi,109.9,205.3,30.9,6.8,193
2025-05-28,Mumbai,71.8,111.7,24.3,9.1,114
2025-05-28,Bangalore,46.4,125.6,34.4,10.0,115
2025-05-28,Kolkata,105.3,193.3,38.6,10.8,186
2025-05-28,Hyderabad,116.3,170.7,34.2,5.6,143
2025-05-28,Chennai,85.0,133.9,33.8,11.2,120
2025-05-29,Delhi,80.6,204.9,42.6,5.4,175
2025-05-29,Mumbai,87.3,144.5,32.9,10.9,130
2025-05-29,Bangalore,43.3,96.1,29.7,12.0,91
2025-05-29,Kolkata,80.1,185.5,35.6,10.4,179
2025-05-29,Hyderabad,106.2,168.0,34.2,7.0,156
2025-05-29,Chennai,52.1,133.9,32.6,6.2,132
2025-05-30,Delhi,79.5,197.1,39.9,12.6,186
2025-05-30,Mumbai,68.8,104.5,31.9,6.0,85
2025-05-30,Bangalore,69.4,78.2,24.9,7.9,100
2025-05-30,Kolkata,114.6,209.8,39.4,9.4,201
2025-05-30,Hyderabad,114.0,201.5,30.9,8.8,189
2025-05-30,Chennai,89.3,108.7,26.1,9.6,121
2025-05-31,Delhi,116.3,186.8,36.2,11.4,175
2025-05-31,Mumbai,59.9,106.7,26.7,9.6,109
2025-05-31,Bangalore,53.1,120.1,28.1,11.0,109
2025-05-31,Kolkata,103.4,192.0,41.1,10.0,182
2025-05-31,Hyderabad,94.9,186.2,40.8,9.4,173
